Arabic,Franko
قلبي,2albi
امان,aman
قلهم,2olhom
ملهمة,molhema
ارجعلي,erga3li
كلهم,kulhom
المثاليه,2lmthaleh
متروكة,matrooka
الطاقه,al6a8h
فصول,fosool
صاحب,sa7eb
متشائم,motsha2em
أصالة,asaleh
تحديات,ta7adyat
قلهم,2olhom
جداً,gedan
دايما,daymn
مطمئنة,motma2ena
بحلم بيك,ba7lambeek
يسعدكن,ys3dkn
متألقة,mot2alleqa
نهاية,nehayet
مكتوب,maktob
معاكي,ma3aki
بقالي,ba2ali
مكسوف,meksouf
سريعة,saree3a
مستحيلة,mosta7ela
فوق,fou2
مفروض,mafroud
مرسلة,morsela
تجريح,tjre7
صوتها,sawtaha
المغرب,elm3'reb
بقالها,ba2alha
نهاية,neheya
بداية,bedaya
رايق,raye2
صوتها,sotha
انت,enta
هلا,hla
طلقة,tal2a
بنتسلى,bntsla
متوفرة,motwaffera
عنكم,3ankom
جدعان,gad3an
حبي,7oby
غايب,ghayeb
رؤياك,ro2yak
كلي,kolly
محترم,mo7tarm
ست,sitt
خير,kheir
كلامها,kalamha
متجوزة,motgawza
محروم,mahroom
متفائل,motfaael
تنسي,tensy
داركو,darku
خليفات,khlefat
مطحون,m67on
محروم,mahroom
مشرفة,mosharefa
واضحة,wad7a
زاهق,zahe2
بتخوف,bt5wef
تسبح,tsb7
حبيبي,7abibi
سعد,saed
خطوبة,khotoba
أقل,a2al
ربنا,rabena
أربد,2rbid
أمنية,omniya
حكايتنا,7ekayetna
صاحبة,sa7eba
شوق,shoogh
قدام,oddam
خسران,khasran
خسران,khasran
مبكرة,mobakkera
بقالهم,ba2alhom
تائبة,ta2eba
غامضة,ghamda
يتنح,ytane7
جريء,garee2
دمعتك,dam3etak
تفرزيلي,tfrzili
مستحيلة,mosta7ela
متجوزة,motgawza
حاجات,7agat
مرغوبة,marghooba
الفيس,elface
كلي,kolly
مشغول,mashghool
قلبك,2albak
نص,noss
مرسل,morsel
قلهم,2olhom
املعبن,aml3bn
هي,heya
مقبوضة,ma2booda
خابطين,5abten
نكش,nak$
ملوخيه,mloo5eyh
حولها,hwlih
رائع,ra23
مليار,milyar
متواضعة,motwade3a
امدوقس,2mdougs
مشغولة,mashghoola
غناء,ghena2
عليكي,3aleeki
خضراء,khadra2
زنخ,zne5
الزلمه,elzalameh
مميزات,momayazat
ابعد,ab3ad
ارجعلي,erga3li
جوا,gowa
باحث,ba7es
روحي,ro7i
طويلة,tawila
ينعن,en3n
قلبي,2albi
اسفا,2sfn
تالت,talt
عشقي,3ash2i
خاينة,khayna
أيامهم,ayamhom
تصبح,tesbah
اسألو,is2lo
متواضع,motwade3
شنتايتي,$ntaeti
حبيبي,7abeby
النهاردة,naharda
نجمة,nagma
شتويه,$toyeh
كلنا,kollena
موسيقى,mosika
مستحي,mst7i
متفائلة,motfa2ela
ضلك,9'alek
بعشقك,ba3sha2ik
كريمه,kareema
متفائلة,motfa2ela
عزيمة,3azema
محاولات,mo7awalat
جميل,gamil
دمعتك,dam3etak
بتوكل,btokel
ارجع,erga3
إحنا,e7na
كبيره,kbeera
ندمانة,nadmana
صحيح,s7ee7
مرغوب,marghoob
دايماً,daiman
رواية,riwaya
غامضة,ghamda
مازال,mazal
واضح,wad7
فنانة,fannana
واقعية,wa2e3ya
النهاردة,naharda
كوكب,kawkab
بريء,bare2
نبرد,nabrd
الدلع,2ldala3
مزيكا,mazyka
سريعة,saree3a
بريئة,bare2a
صوتها,sawtaha
دمعتهم,dam3ethom
مجروح,magroo7
مشرفة,mosharefa
غالية,ghalya
ندمانة,nadmana
تحدي,ta7ady
جريء,garee2
محتاجك,mehtagek
متواضع,motwade3
بعد,ba3d
مرغوبة,marghooba
أصالة,asaleh
تقريبا,tqrebn
نجومية,nojoomeya
انزل,enzel
أيامهم,ayamhom
خير,kheir
سلام,salam
حمراء,hamra
ربنا,rabena
تصبح,tesbah
حبيبي,7abibi
البك,albik
لحن,la7n
حبيبتي,7abibti
مثالي,mesaly
دلوقتي,delwa2ti
يلطعني,yl63ni
فكرتها,fekratha
سيبهم,sebhom
المجلد,lmojlad
مثالي,mesaly
ثلاثة,talata
صغيرة,soghayara
عشقنا,3esh2ena
دماغ,demagh
فني,fany
متألم,mota2allem
بعضه,b39'h
ايه,eih
احسنله,27snlo
اسقع,asga3
مشغول,mashghool
استنى,estanna
مخرفن,m5rfen
متين,mateen
محتاجة,mehtaga
لحد,l7ad
كلامها,kalamha
متألمة,mota2allema
مشهورة,mashhoora
متواضع,motwade3
دنيا,donia
عشقك,3ash2ak
غامضة,ghamda
عزيمة,3azema
روحي,ro7i
قرات,8r2t
محاولات,mo7awalat
فرحه,far7a
نبيل,nabel
بعتذر,ba3tezer
ناجحة,nag7a
فنان,fannan
مرة,mrt
دقائق,da2aye2
محتارة,mehtara
ينشف,ynshaf
عظيم,3azeem
رايقة,ray2a
صريحة,saree7a
مكتوب,maktob
عيونك,3eywnek
قلب,qalb
مجذوب,magzoub
اغلى,agla
خضراء,khadra2
أقل,a2al
غالب,ghaleb
حلاوه,7laweh
محتارة,mehtara
أغلى,aghla
مميزات,momayazat
بتخزي,bt5zee
إصرار,esrar
جديدة,gedida
محبوب,ma7boob
مكسوف,meksouf
جواز,gawaz
خشومها,5$omha
طلعتم,tle3tm
نزلت,nzlt
محترم,mohtaram
منضرنا,mn9'rna
أخبار,akhbar
نجم,negm
مبكرة,mobakkera
صورتين,sortein
صاحبي,sa7bi
نطلبك,ntalbak
متواضع,motwade3
غامضة,ghamda
بقالك,ba2alik
اتزكرها,atzakarha
جبال,jibal
أصيلة,asela
دنيا,donia
مساء,masa2
صوبه,9oba
طويلة,tawila
بقالها,ba2alha
جريئة,garee2a
منور,mnwr
طارت,6aret
البك,albik
بريء,bare2
بحلم بيك,ba7lambeek
متوفرة,motwaffera
أغلى,aghla
الشغل,el$3'l
أخبار,akhbar
ناس,nas
حبيبي,7abeby
متواصلة,metwasela
ضل,6'al
متوقع,motawa2e3
رواية,riwaya
الغيره,al3'era
غلبة,ghalba
أصل,asl
مؤثرة,mo2assera
عشقي,3ash2i
معجبة,mo3gaba
نغش,ne3'esh
نسيم,naseem
يمين,yemeen
لحقنا,l78na
أوي,awy
مغامرات,moghamarat
مستعجل,mesta3gel
النهاردة,naharda
تشتغلي,t$ta3'li
بقول,b8owl
ملهمة,molhema
طريق,6req
متشائمة,motsha2ema
حاتم,7atm
عليا,3alaya
عفوا,3afoan
سلم,sellem
مشرف,mosharef
مشغول,mashghool
يضيعوا,y6'e3o
يشفي,eshfi
غيرانة,gheerana
بتقدري,bt8dri
بأزيائي,b2zea2e
النهاردة,naharda
بحر,ba7r
صبيه,sbaya
حر,7or
صوتها,sotha
علاقتي,3la8ti
بيشبهكوا,by$bahko
ولا,wala
دقيقة,da2i2a
فنان,fannan
ذهبي,dahabi
أصيل,aseel
متأكدة,mota2akeda
قدس,8uds
صاحبة,sa7eba
طرشه,6rsha
اصحصح,a979e7
فني,fany
ثابت,thabet
تحديات,ta7adyat
مقبوض,ma2bood
شدة,shidda
متفائلة,motafaa2ela
ذكرياتك,zekrayatak
صغيرة,soghayara
حبيبي,7abeeby
زلم,zolom
بيقولولك,beyoulolek
جواز,gawaz
لهفة,lahfa
طرطور,traitor
ذكريات,zekrayat
دقائق,da2aye2
مفروض,mafroud
دماغ,demagh
فنانة,fannana
ساقية,sa2ya
هالاسبوع,halesbo3
لهفة,lahfa
لدرجه,ldrjt
شكلك,shiklak
تمانية,tamanya
ولا,wala
بقالك,ba2alik
وحشتني,wa7ashteny
ارجعلي,erga3li
دنيا,donia
صافي,safie
كبير,kbeer
خير,kheir
معتبركن,m3tbrkn
مشوار,mashwar
محتار,mehtar
والمطلوب,wlmtlop
عشرة,3ashara
كلامها,kalamha
نزلي,nzle
متعب,mot3eb
البك,albik
سيبني,sebny
ليرات,lerat
خلانا,5lana
سريع,saree3
متكسر,metkassar
سلام,salam
صورك,swark
رايقة,ray2a
ملهمة,molhema
بوخد,bw5d
قولي,2olly
عينك,3einak
الك,elk
عطشانة,atshana
غلابة,ghalaba
فضة,fadda
راحة,raha
تعاوني,t3awni
بضمنلي,bdmnle
غيرانين,ghayranin
غالية,ghaliyaa
قصة,qessa
غدر,ghadr
محتاجك,mehtagak
اخيرا,a5eeran
متفائلة,motfa2ela
متوفر,motwaffer
لويش,lwe$
نهاية,neheya
جارتنا,jaretna
رايق,raye2
موسيقى,mosika
مثالية,mesalya
بريئة,bare2a
امان,aman
متفائل,motfaael
يا كبيره,yakbiira
قلبك,2albak
الغل,2l3'l
نضحك,nd7k
جعان,ga3an
منتهية,montaheya
تلت,telt
احسدهم,a7sedhom
وكمان,wkman
غيره,gheera
بتعمل,bt3aml
دمعتك,dam3etak
تعرف,te3raf
قوية,qaweya
كوكب,kawkab
أيامهم,ayamhom
نحمد,ne7md
صادقة,sade2a
قلبي,8alby
متوقعه,motawa8a3a
صوتي,sawte
تقديرها,ta2deerha
مشغولة,mashghoola
صادق,sade2
طويل,tawil
مطمئن,motma2en
خسرانة,khasrana
صادقة,sade2a
مستحملة,mesta7mela
خاينة,khayna
خسرانة,khasrana
شعب,sha3b
بريء,bare2
غنائي,ghena2y
عروسة,3arousa
ثلاثة,talata
بتجنني,betjaneni
مقبوض,ma2bood
دموع,domoo3
ألف,alf
تلت,telt
شيء,she2
مطلوبة,matlooba
ذكرياتك,zekrayatak
حلمتي,7lemete
حبي,7oby
محرومة,mahrooma
احكيلي,e7kily
بقاله,ba2alo
ابادلك,abadlek
ربنا,rabena
دوّر,dawer
عشقنا,3esh2ena
مبروك,mabrook
متواضع,motwade3
لامعان,lama3an
محترم,mohtaram
متضرر,motdarer
كلامه,kalamo
متوقعة,motawake3a
بعتذر,ba3tezer
بتتألق,btt2la8
واقعي,wake3y
سوار,swar
كل,koll
اقعدي,o83de
دقائق,da2aye2
سلم,sellem
غرقانة,ghar2ana
متكسر,metkassar
خسرانة,khasrana
طافيه,6afeh
شعرية,sha3reya
مشغول,mashghool
بطيء,baty2
سيبني,sebny
جامد,gamed
لكلامي,lklami
واقعية,wa2e3ya
مطرية,motrya
أيامهم,ayamhom
بأكتر,b2ktr
صفحات,saf7at
شيء,she2
نهاية,nehayet
اللزم,ellazam
بريء,bare2
غامضة,ghamda
عندي,3andi
جواز,gawaz
اقرا,28ra
مجهودك,mjhodek
محتاجك,mehtagek
ارجعلي,erga3li
مجروحة,magroo7a
يخسرني,y5srni
متحيرة,mot7ayera
كفاية,kfaya
بريئة,bare2a
اقرا,a8ra
مأهور,m2hor
تمانية,tamanya
صوتهم,sawtohom
معين,mo3yan
اجمعين,2jm3en
جنبك,gambak
تلعبو,tl3bo
قدام,oddam
منها,mnha
اب,ab
ساقية,sa2ya
مشهورة,mashhoora
علي,3li
بقالها,ba2alha
عشق,3esh2
أغلى,aghla
ستات,setat
انتي,enti
حكاية,7ekaya
حبي,7oby
تطبخ,t6b5
طريقة,6areqt
دماغ,demagh
عامليلها,3amlelha
عريس,3arees
المطر,lmatar
يروحش,yro7sh
غيران,gheeran
طلقة,tal2a
طريق,6are8
فرقة,fer2a
متفرق,motafare2
فرقة,fer2a
نجم,negm
مساعده,msa3da
فكري,fekry
منتهية,montaheya
واقعي,wake3y
متواضعة,motwade3a
أهداف,ahdaf
جدعة,gad3a
قسوة,qaswa
سياق,sea8
أغلى,aghla
متفائل,motfaael
عرفتيها,3refteha
عريب,3uraib
اعملو,a3mlu
مازالت,mazalet
أمال,omal
متكسرة,motakassera
لحن,la7n
زهره,zahra
محاولات,mo7awalat
مرغوب,marghoob
غيرها,ghayrha
بكرة,bokra
طولت,tolt
موج,moog
مستحمل,mesta7mel
غيران,gheeran
ظاغطه,6'a3'6o
متشائمة,motsha2ema
نجمة,negma
مؤثر,mo2asser
واذا,w2tha
تصبح,tesbah
فنانة,fannana
مرغوبة,marghooba
عبدرحيم,3bdr7eem
متأكد,mota2aked
يزبط,ezb6
عطشانة,atshana
بتجاوبي,btjawbi
ارجعلي,erga3li
لامع,lame3
سيبهم,sebhom
ذهبي,dahabi
حلوة,7elwaya
اعملتلك,e3meltelak
بعشقك,ba3sha2ak
قلبي,2albi
كابسه,kabsh
هدول,hadool
هيني,hayne
بلبقلك,blb8lk
محتاجك,mehtagik
غضب,ghadab
العب,al3ab
متجوز,motgawez
مساء,masa2
بحياتي,bhyati
خير,kheir
خطوبة,khotoba
بهجة,bahga
ذكرياتك,zekrayatak
جعان,ga3an
رواية,riwaya
خسران,khasran
حبي,7obbi
اشي,ashy
منتظر,montazer
محمود,mahmod
يصحلك,ys7lk
عاروس,3aroos
غرقان,ghar2an
أمال,omal
صوتك,sotak
غامضة,ghamda
طابخين,6ab5in
قمر,2amar
الشعر,elsha3r
ملهم,molhem
بدكيش,bdke$
نجوم,nogoom
تسامحو,tsam7o
عندهم,3andhom
والله,walla
وزوجتي,wzojti
بيقولولك,beyoulolek
بتقظب,bt86'ab
مكذبها,mkthbha
امان,aman
انشالله,nchlh
بعتذر,ba3tezer
نجومية,nojoomeya
سحاب,sahab
استنى,estanna
لمازا,lemaza
ذكرياتك,zekrayatak
متوفر,motwaffer
أغنية,aghnya
ازبطها,2zabitha
مقبول,ma2bool
بعشقك,ba3sha2ak
اكيد,akeed
متواصل,metwasel
محسنكم,m7snkm
إحنا,e7na
إحنا,e7na
جامد,gamed
متعلق,mota3alek
عروقه,3ro8oh
تنتعش,tnt3sh
معجبة,mo3gaba
امان,aman
تخرج,t5arj
حاليا,halyn
نهاية,nehayet
تسلم,teslam
دلوقتي,delwa2ti
كريمه,kareema
أدبية,adabya
بطني,b6ni
دمعة,dem3a
التبذير,eltab4ir
ربنا,rabena
سماد,smad
غلبة,ghalba
عندي,3andi
ثانية,saniya
سلام,salam
مازال,mazal
خسرانة,khasrana
قمر,2amar
وحشتني,wa7ashteny
وياكي,weyaki
زفتانتك,zaftantak
ناديني,nadini
متألقة,mot2alla2a
ماضي,maady
وافيه,wafyeh
دورن,dwran
صارلنا,sarlha
كوكب,kawkab
أخبار,akhbar
العسل,el3sl
بحلم بيك,ba7lambeek
واقعي,wake3y
طلعها,6l3ha
تقريباً,ta2reeban
مشاعر,masha3er
متميزة,motamayza
كبيره,kbeera
حبيبي,7abeby
باحث,ba7es
جدعان,gad3an
مبكرة,mobakkera
أوي,awy
غالب,ghaleb
نستوعب,nstw3eb
إصرار,esrar
لحن,la7n
غيرانة,gheerana
مصلحه,masl7a
ملهمة,molhema
وياكي,weyaki
بالكلمات,blkalemat
اردح,2rd7
بعد,ba3d
بسحب,bsa7b
رؤياها,ro2yaha
قرارات,qararat
بتمنى,btmanna
خالص,khales
غلابة,ghalaba
ياخذه,ya5doo
بدهم,bdhoom
نجحت,nje7t
برا,barra
سلامات,salamat
غيرتلي,3'yrtli
أنساكي,ansaki
على,3la
تائبة,ta2eba
مرسلة,morsela
ما,ma
الاصاله,el29ala
شجعتيني,shj3tene
فيبالي,febaly
عحساب,37sab
الاسبوع,l2sbo3
وياك,weyaak
وكلم,wklum
مواقف,mawakef
متميزة,motamayza
متفائلة,motafaa2ela
ذكريات,zekrayat
مطلوبة,matlooba
حبطرش,7b96rsh
متواضع,motwade3
خضراء,khadra2
ذكرى,zekra
ملهمة,molhema
جميل,gamil
حاجات,7agat
يمين,yemeen
مرات,mrat
أنساك,ansak
مسطوحه,ms6o7ah
دربي,drbi
متاكده,mat2kda
أصيل,aseel
بقالي,ba2ali
جمله,jumlh
بيطلع,bytla3
متألمة,mot2alema
متفائلة,motfa2ela
متأخرة,mot2akhra
واضح,wad7
يقرروا,y8arro
تلت,telt
حاسسك,7asesik
بعيداً,ba3eedan
حاجات,7agat
فكرتك,fekretak
تركيا,torkia
بقولك,ba2olek
ذهبي,dahabi
جنبك,gambik
اشعيله,ash3ylh
بهجتي,bahgaty
اخليها,akhaliha
رايقان,ray2an
دمعتك,dam3etak
نصير,nseer
مناظر,manazer
ارجعلي,erga3li
حرضت,7redeet
روحي,ro7i
عليهم,3lehum
وعلي,w3ly
الانسان,elensan
بقالي,ba2ali
ملهمة,molhema
بريئة,bare2a
ثبات,sobat
خطابات,5tabat
تقديرها,ta2deerha
متفرق,motafare2
حبي,7obbi
ابعد,ab3ad
تصميمه,t9memoh
محتاجة,mehtaga
غالية,ghalya
صاحبة,sa7eba
متأخرة,mot2akhra
رؤياها,ro2yaha
متألم,mota2allem
متألمة,mot2alema
عشقي,3ash2i
تعمل,t3ml
رؤياها,ro2yaha
لاقيه,laqyeh
شدة,shidda
قادر,8ader
متواضع,motwade3
مليار,milyar
بتختاري,bt5tare
غضب,ghadab
متفرحة,metfara7a
مسافرة,msafra
أصالة,asaleh
راحة,raha
جوا,gowa
سامحني,sam7ne
ترقص,tr8os
دمعتك,dam3etak
فضي,feddy
متضرر,motdarer
بتتخوث,btt5wath
بتخلصي,bt5al9e
كلي,kolly
أغنية,aghnya
عشقي,3ash2i
دمعتك,dam3etak
حراسه,7eraseh
شيء,she2
منزري,manzary
محاولات,mo7awalat
محتاجة,mehtaga
تصيري,tseery
حبوبتي,haboubti
نادتني,nadatni
قديش,8de$
بوزك,bozak
أربعة,arba3a
ناجحة,nag7a
ارجع,erga3
ماده,madh
تينتين,tenten
بتروحي,btro7i
جحا,j7a
متألم,mota2allem
لبستك,lebsetak
صوتها,sawtaha
عمري,omri
ثابت,thabet
بكتبلك,bktoblk
ستات,setat
غرقانة,ghar2ana
أوي,awy
صوتها,sawtaha
قولي,2olly
أربعة,arba3a
لنص,lno9
الغداء,el3'daa
إصرار,esrar
انت,enta
الدنيا,ldnya
هزيمة,hazima
رائع,ra2e3
والرسمه,wlrasma
تدرسي,todrose
متألقة,mot2alla2a
محروم,mahroom
مليار,milyar
محتاجها,mehtagaha
نورك,nourik
كيميا,kemya
غامض,ghamed
موسيقى,mosika
مستقبله,must8blu
متروكة,matrooka
عظيم,3azeem
مرغوبة,marghooba
بحاول,bahawel
خسرانة,khasrana
خلصني,5al9ny
زيدهم,zedhom
متضرر,motdarer
حياتي,7ayaty
الزقه,2llazga
ذكرياتنا,zekrayatna
عطشانة,atshana
عريس,3arees
ساقعة,sa23a
مستحملة,mesta7mela
امنية,omneyt
سيبهم,sebhom
بطيئة,baty2a
مكتوبة,maktooba
بعشقك,ba3sha2ik
تقريباً,ta2reeban
امان,aman
تماماً,tamaman
مميز,momayez
كريمه,kareema
اخدو,a5do
وعدك,wa3dak
بخاف,b5af
طشي,6$i
طويلة,tawila
عشقنا,3esh2ena
ساقية,sa2ya
محترم,mohtaram
متجوزة,motgawza
إصرار,esrar
زهره,zahra
سحاب,sahab
صاحبة,sa7eba
فيكي,feke
تنزعج,tnz3j
ميت,mayet
محاولات,mo7awalat
عزيمة,3azema
خربتها,5rbtha
مالني,malny
متورم,mtwarem
حضي,7adi
أنساك,ansak
نجومية,nojoomeya
تخافيش,t5afesh
عطشان,3atshan
متعلق,mota3alek
منه,mno
مخلوقه,makhlo8h
حكاية,7ekaya
غالية,ghalya
قوي,qawy
محتاج,mehtag
لزيزه,lazeeza
مسجله,msjlh
زهره,zahra
نجمة,nagma
جديدة,gdeeda
متوفر,motwaffer
فيه,fyo
لاحق,la7e8
مقبوضة,ma2booda
مقبولة,ma2boola
مكسوف,meksouf
باحثة,ba7esa
غدارة,ghadara
أنساك,ansak
شفتها,shoftha
موسيقى,mosika
سامحة,same7a
غناء,ghena2
ملهمة,molhema
امان,aman
خسرانة,khasrana
اعرف,e3raf
فضي,feddy
كلامها,kalamha
مستحمل,mesta7mel
متألم,mota2allem
هزيم,hazeem
نص,noss
بالموضوع,blmwdu3
عاطل,3a6l
دايخ,dae5
أقوى,a2wa
أقوى,a2wa
تشويش,tshwesh
غدر,ghadr
طريق,taree2
فني,fany
الله,2llah
غرقانة,ghar2ana
لحظات,la7zat
اعطيها,a3teha
وحشتني,wa7ashteny
سنحكو,sn7ko
حبنا,7obena
عيونك,3younik
موج,moog
تيجي,teje
سيبني,sebny
الصح,al97
جامد,gamed
حد,7ad
هزيمة,hazima
خاينة,khayna
بحاول,bahawel
تسلم,teslam
متألمة,mot2alema
رؤياك,ro2yak
دمعتهم,dam3ethom
متألقة,mot2alleqa
طويل,tawil
محلنا,mhlna
دمعتك,dam3etak
تخرب,t5rb
التحلايه,alt7lya
يمين,yemeen
اتفقنا,etfgna
استني,estanni
ستات,setat
صحية,sa7ya
أمال,omal
متعلق,mt3l8
قمر,2amar
عشقنا,3esh2ena
سريع,saree3
لحظات,la7zat
متفائلة,motafaa2ela
أعز,a3z
بهجة,bahga
فكرتك,fekretik
عروسة,3arousa
طويلة,tawila
مابعرفك,mab3arfek
بي,bye
تلميح,tlme7
جنب,ganb
اكمل,2kml
تحديات,ta7adyat
غيران,gheeran
رؤياها,ro2yaha
نهاية,neheya
اكم,2km
عظيم,3azeem
هو,howa
ألف,alf
سامحة,same7a
نص,noss
بكرة,bokra
باستخدام,best5dam
تقديرها,ta2deerha
تحدي,ta7ady
جامد,gamed
نخليها,n5leha
روايات,riwayat
فكرتك,fekretak
بحبك,ba7ebak
طويلة,tawila
شكالك,$kalek
استني,estanni
برد,brd
بيشبهك,byeshbahak
متوفرة,motwaffera
روحت,raw7t
افتح,efta7
خاينة,khayna
والدراسه,wldraseh
لا تكلمني,latklmni
صفحات,saf7at
ابعد,ab3ad
ثابت,thabet
النهاردة,naharda
تركتي,tarkte
حلو,helw
متضرر,motdarer
راحة,raha
منشانك,mn$anek
سبحانالله,9b7an2llh
ارد,arod
مستقبل,mosta2bel
غلبة,ghalba
مطمئن,motma2en
بعتذر,ba3tezer
صفحتي,saf7ety
مستعجل,mesta3gel
جبرك,jbrk
جدعة,gad3a
بعتذر,ba3tezer
بعطيكي,b3teke
مستحملة,mesta7mela
لحالنا,l7alna
شدة,shidda
نهاية,nehayet
زفة,zaffa
اجابة,ejabeet
متروكة,matrooka
بزبطش,bzbutsh
طلعات,6l3at
محتاج,mehtag
مرسلة,morsela
بعشقك,ba3sha2ik
واضح,wad7
ممكن,mmkn
نجم,negm
مساء,masa2
فيك,feek
الرسم,elrasem
بعتذر,ba3tezer
مقبوض,ma2bood
احكيلي,e7kily
مبردك,mabrdak
عفق,3afog
محاولات,mo7awalat
فرحه,far7a
خسران,khasran
مواطن,moa6n
ستات,setat
مشرفة,mosharefa
متفرق,motafare2
محتاجك,mehtagek
جعان,ga3an
سريع,saree3
شعرية,sha3reya
المختار,elmo5tar
اجينا,2ejena
واقعية,wa2e3ya
عظيم,3azeem
بقولك,ba2olek
غدارة,ghadara
صدق,sed2
والقبول,wal8bol
لحظة,la7za
اتسلى,etsala
امتحانك,2mt7anak
فرحه,far7a
تركتها,trktha
واضحة,wad7a
شويه,shwia
متفرق,motafare2
جوا,gowa
أغلى,aghla
مغامرة,moghamara
منيحه,mnee7a
محتاجهم,mehtagohom
مربوط,mrbo6
مقبول,ma2bool
مرق,marag
حرف,7aref
صحية,sa7ya
معجب,mo3gib
استطلاع,2st6la3
حبي,7oby
حبيبي,7abibi
بعتذر,ba3tezer
حارئه,7ara2o
زكري,zakry
بقالي,ba2ali
أهداف,ahdaf
تبعك,taba3ek
ضميره,damiro
جدعة,gad3a
متفرقة,motafare2a
خطوبة,khotoba
دنيا,donia
ستات,setat
سيبني,sebny
ألبك,2lbak
جداً,gedan
مبروك,mabrook
بتمشي,btmshy
قلبك,2albik
أيامنا,ayamna
جنب,ganb
رؤياها,ro2yaha
بكرة,bokra
مرسل,morsel
جديدة,gdeeda
هي,heya
عليك,alik
مشهد,mashhad
تمانية,tamanya
بريئة,bare2a
قرارات,qararat
أمنية,omniya
نجم,negm
صديقاتك,9de8atk
مشاعر,masha3er
صادقة,sade2a
أقل,a2al
غلابة,ghalaba
يمين,yemeen
متضرر,motdarer
شيء,she2
بحاول,ba7awel
اختصرت,25taseret
تتجاوز,ttjawaz
ولا,wala
وسألت,ws2lt
منتظر,montazer
افكر,afkr
سحاب,sahab
بعشقك,ba3sha2ik
بعيد,ba3eed
اعرف,e3raf
أيامهم,ayamhom
زايره,zayrh
ثبات,sobat
بطيئة,baty2a
معصبه,m3asbe
النهاردة,naharda
حمراء,hamra
عينك,3einek
جدعة,gad3a
متألمة,mot2alema
طريق,taree2
قلبك,2albik
متفرق,motafare2
كلني,kolne
قريب,2areeb
المروحه,elmrw7ah
متضررة,motdarera
طويلة,tawila
نطلع,nutla3
متجوزة,motgawza
عريس,3arees
سيبني,sebny
متوتر,metwater
مرسلة,morsela
عمر,3omr
سلامات,salamat
واقعية,wa2e3ya
محتارة,mehtara
احاول,ahawl
دزعل,dz3l
مستعجل,mesta3gel
حلوة,7elwaya
رايقه,ray8ah
متين,mateen
تدرسي,tdrosi
مبروك,mabrook
جوا,gowa
سيبهم,sebhom
مجذوب,magzoub
نص,noss
لحن,la7n
محترمة,mohtarama
ساقعة,sa23a
اب,ab
تجيلي,tgili
هيك,hk
مستحيلة,mosta7ela
خمسة,khamsa
كنكنه,kankaneh
فني,fany
روء,roe2
خضر,5o9'or
معلومه,m3lumh
أوي,awy
كبيره,kbeera
يسعدك,yes3dk
حبيبي,7abeby
متروكة,matrooka
ذكريات,zekrayat
مبسوطين,mabsooteen
محتاجك,mehtagik
متوفرة,motwaffera
تساعديها,tsa3deha
اختيارات,ekhteyarat
اب,ab
كبيره,kbeera
محتاجك,mehtagek
قلت,2olt
دقيقة,da2i2a
سريع,saree3
بقالهم,ba2alhom
بنفسجي,banafsegy
توجيهي,tawjehi
بدونهم,bdonhm
سلامات,salamat
حلوة,7elwaya
عقدكم,3gdkm
حمراء,hamra
اتعبت,at3bt
إحنا,e7na
تقديرها,ta2deerha
نراك,nrak
سمكه,samaka
معهد,m3hd
طويلة,tawila
أهداف,ahdaf
بقالك,ba2alik
جامدة,gamda
دموع,domoo3
عطشانة,atshana
تجيش,tegesh
بعت,b3t
بحسدك,b7sdek
ثابت,thabet
الموضوع,lmawdu3
واضح,wad7
بسرعه,bsor3h
كبيره,kbeera
وينهم,wenhom
زفة,zaffa
فضي,feddy
متميزة,motamayza
افتح,efta7
بلا,bla
أغاني,aghani
متعلق,mota3alek
ابداع,ibda3
جامدة,gamda
تمانية,tamanya
عزيز,3azez
خليها,5aleha
اسئله,as2eleh
كبيره,kbeera
عينك,3einak
متميزة,motamayza
جعان,ga3an
غناء,ghena2
تكتب,tktb
مستعجل,mesta3gel
واقعية,wa2e3ya
مشهورة,mashhoora
دمعتك,dam3etak
بحكيلك,ba7kilek
خضراء,khadra2
مازلت,mazelt
مرتاحة,merta7a
حبي,7oby
نزيد,nzid
مشتاق,mshtag
تلت,telt
سيبني,sebny
غالية,ghalya
يسعدكم,ys3dkom
طويلة,tawila
صادق,sade2
أصولة,asoola
لامعان,lama3an
أنساكي,ansaki
ارجع,erga3
مشغول,mashghool
مشهورة,mashhoora
تحديات,ta7adyat
سلم,sellem
الحاره,el7arah
مجروش,mjroush
أعز,a3z
متشائمة,motsha2ema
تخسريهم,t5srehom
ستات,setat
ما,ma
خالص,khales
نزبط,nzb6
شفتك,shftk
محروم,mahroom
بحاول,ba7awel
شوق,shoogh
ملهمة,molhema
مبسوطين,mabsooteen
حبيبي,7abibi
الصراحه,elsara7ah
ماسي,masi
محترم,mohtaram
لحظات,la7zat
فضة,fadda
احضر,e7dar
ايه,eih
طيبه,tayeba
متواصلة,metwasela
بتسجلي,btsjlly
مازال,mazal
حظر,76'r
أعز,a3z
نادر,nader
أصيلة,asela
ملهم,molhem
يا قلب,ya2alb
قلبوشاتي,glboshati
فني,fany
صوتهم,sawtohom
ساقعة,sa23a
غامضة,ghamda
منتهية,montaheya
محتاجة,mehtaga
مثالي,mesaly
بريء,bare2
صباح,sba7
مرغوبة,marghooba
متأكد,mota2aked
باحث,ba7es
محاولة,mo7awala
